b,DRXFCSD,DRXFCLD
55100060,"b'PANCAKES, CHOCOLATE, FAST FOOD / RESTAURANT'","b'Pancakes, chocolate, fast food / restaurant'"
55100065,"b'PANCAKES, WHOLE GRAIN, FAST FOOD / RESTAURANT'","b'Pancakes, whole grain, fast food / restaurant'"
55100080,"b'PANCAKES, SCHOOL'","b'Pancakes, school'"
55101000,"b'PANCAKES, PLAIN'","b'Pancakes, plain'"
55101015,"b'PANCAKES, PLAIN, REDUCED FAT'","b'Pancakes, plain, reduced fat'"
55103000,"b'PANCAKES, FRUIT'","b'Pancakes, fruit'"
55103020,"b'PANCAKES, PUMPKIN'","b'Pancakes, pumpkin'"
55103100,"b'PANCAKES, CHOCOLATE'","b'Pancakes, chocolate'"
55105200,"b'PANCAKES, WHOLE GRAIN'","b'Pancakes, whole grain'"
55105205,"b'PANCAKES, WHOLE GRAIN, REDUCED FAT'","b'Pancakes, whole grain, reduced fat'"
55106000,"b'PANCAKES, GLUTEN FREE'","b'Pancakes, gluten free'"
55200010,"b'WAFFLE, NFS'","b'Waffle, NFS'"
55200020,"b'WAFFLE, PLAIN, FROZEN'","b'Waffle, plain, frozen'"
55200030,"b'WAFFLE, PLAIN, REDUCED FAT'","b'Waffle, plain, reduced fat'"
55200040,"b'WAFFLE, FRUIT, FROZEN'","b'Waffle, fruit, frozen'"
55200050,"b'WAFFLE, CHOCOLATE, FROZEN'","b'Waffle, chocolate, frozen'"
55200060,"b'WAFFLE, WHOLE GRAIN, FROZEN'","b'Waffle, whole grain, frozen'"
55200070,"b'WAFFLE, WHOLE GRAIN, REDUCED FAT'","b'Waffle, whole grain, reduced fat'"
55200080,"b'WAFFLE, WHOLE GRAIN, FRUIT, FROZEN'","b'Waffle, whole grain, fruit, frozen'"
55200100,"b'WAFFLE, PLAIN, FAST FOOD / RESTAURANT'","b'Waffle, plain, fast food / restaurant'"
55200110,"b'WAFFLE, CHOCOLATE, FAST FOOD / RESTAURANT'","b'Waffle, chocolate, fast food / restaurant'"
55200120,"b'WAFFLE, FRUIT, FAST FOOD / RESTAURANT'","b'Waffle, fruit, fast food / restaurant'"
55200130,"b'WAFFLE, WHOLE GRAIN, FAST FOOD / RESTAURANT'","b'Waffle, whole grain, fast food / restaurant'"
55200200,"b'WAFFLE, SCHOOL'","b'Waffle, school'"
55201000,"b'WAFFLE, PLAIN'","b'Waffle, plain'"
55203000,"b'WAFFLE, FRUIT'","b'Waffle, fruit'"
55203600,"b'WAFFLE, CHOCOLATE'","b'Waffle, chocolate'"
55203700,"b'WAFFLE, CINNAMON'","b'Waffle, cinnamon'"
55205000,"b'WAFFLE, WHOLE GRAIN'","b'Waffle, whole grain'"
55208000,"b'WAFFLE, GLUTEN FREE'","b'Waffle, gluten free'"
55300010,"b'FRENCH TOAST, NFS'","b'French toast, NFS'"
55300020,"b'FRENCH TOAST, FROZEN'","b'French toast, frozen'"
55300050,"b'FRENCH TOAST, FAST FOOD / RESTAURANT'","b'French toast, fast food / restaurant'"
55300060,"b'FRENCH TOAST, SCHOOL'","b'French toast, school'"
55301000,"b'FRENCH TOAST, PLAIN'","b'French toast, plain'"
55301015,"b'FRENCH TOAST, WHOLE GRAIN'","b'French toast, whole grain'"
55301025,"b'FRENCH TOAST, GLUTEN FREE'","b'French toast, gluten free'"
55301031,b'FRENCH TOAST STICKS',b'French toast sticks'
55301040,"b'FRENCH TOAST STICKS, FAST FOOD / RESTAURANT'","b'French toast sticks, fast food / restaurant'"
55301048,"b'FRENCH TOAST STICKS, SCHOOL'","b'French toast sticks, school'"
55400010,"b'CREPE, NFS'","b'Crepe, NFS'"
55401000,"b'CREPE, PLAIN'","b'Crepe, plain'"
55501000,b'CHINESE PANCAKE',b'Chinese pancake'
55610300,"b'DUMPLING, NO MEAT'","b'Dumpling, no meat'"
55701000,b'CAKE MADE WITH GLUTINOUS RICE',b'Cake made with glutinous rice'
55702000,b'IDLI',b'Idli'
55702100,"b'DOSA, PLAIN'","b'Dosa, plain'"
55703000,b'CAKE MADE WITH GLUTINOUS RICE AND DRIED BEANS',b'Cake made with glutinous rice and dried beans'
55801000,b'FUNNEL CAKE WITH SUGAR',b'Funnel cake with sugar'
55801010,b'FUNNEL CAKE WITH SUGAR AND FRUIT',b'Funnel cake with sugar and fruit'
56104000,"b'PASTA, VEGETABLE, COOKED'","b'Pasta, vegetable, cooked'"
56112000,"b'NOODLES, COOKED'","b'Noodles, cooked'"
56113000,"b'NOODLES, WHOLE GRAIN, COOKED'","b'Noodles, whole grain, cooked'"
56116000,"b'NOODLES, CHOW MEIN'","b'Noodles, chow mein'"
56116990,"b'LONG RICE NOODLES, MADE FROM MUNG BEANS, COOKED'","b'Long rice noodles, made from mung beans, cooked'"
56117090,"b'RICE NOODLES, COOKED'","b'Rice noodles, cooked'"
56130000,"b'PASTA, COOKED'","b'Pasta, cooked'"
56132990,"b'PASTA, WHOLE GRAIN, COOKED'","b'Pasta, whole grain, cooked'"
56140100,"b'PASTA, GLUTEN FREE'","b'Pasta, gluten free'"
56200300,"b'CEREAL, COOKED, NFS'","b'Cereal, cooked, NFS'"
56200410,b'BARLEY',b'Barley'
56200510,b'BUCKWHEAT GROATS',b'Buckwheat groats'
56200990,"b'GRITS, NFS'","b'Grits, NFS'"
56201050,"b'GRITS, REGULAR OR QUICK, MADE WITH WATER, NS AS TO FAT'","b'Grits, regular or quick, made with water, NS as to fat'"
56201051,"b'GRITS, REGULAR OR QUICK, MADE WITH WATER, NO ADDED FAT'","b'Grits, regular or quick, made with water, no added fat'"
56201052,"b'GRITS, REGULAR OR QUICK, MADE WITH WATER, FAT ADDED'","b'Grits, regular or quick, made with water, fat added'"
56201090,"b'GRITS, WITH CHEESE, NS AS TO FAT'","b'Grits, with cheese, NS as to fat'"
56201091,"b'GRITS, WITH CHEESE, NO ADDED FAT'","b'Grits, with cheese, no added fat'"
56201092,"b'GRITS, WITH CHEESE, FAT ADDED'","b'Grits, with cheese, fat added'"
56201210,"b'GRITS, INSTANT, MADE WITH WATER, NO ADDED FAT'","b'Grits, instant, made with water, no added fat'"
56201220,"b'GRITS, INSTANT, MADE WITH WATER, FAT ADDED'","b'Grits, instant, made with water, fat added'"
56201230,"b'GRITS, INSTANT, MADE WITH WATER, NS AS TO FAT'","b'Grits, instant, made with water, NS as to fat'"
56201515,"b'CORNMEAL MUSH, NS AS TO FAT'","b'Cornmeal mush, NS as to fat'"
56201516,"b'CORNMEAL MUSH, NO ADDED FAT'","b'Cornmeal mush, no added fat'"
56201517,"b'CORNMEAL MUSH, FAT ADDED'","b'Cornmeal mush, fat added'"
56201600,"b'MASA HARINA, COOKED'","b'Masa harina, cooked'"
56202000,b'MILLET',b'Millet'
56202900,"b'OATMEAL, FAST FOOD, PLAIN'","b'Oatmeal, fast food, plain'"
56202905,"b'OATMEAL, FAST FOOD, FLAVORED'","b'Oatmeal, fast food, flavored'"
56202960,"b'OATMEAL, NFS'","b'Oatmeal, NFS'"
56203056,"b'OATMEAL, REGULAR OR QUICK, MADE WITH WATER, NO ADDED FAT'","b'Oatmeal, regular or quick, made with water, no added fat'"
56203057,"b'OATMEAL, REGULAR OR QUICK, MADE WITH WATER, FAT ADDED'","b'Oatmeal, regular or quick, made with water, fat added'"
56203066,"b'OATMEAL, REGULAR OR QUICK, MADE WITH MILK, NO ADDED FAT'","b'Oatmeal, regular or quick, made with milk, no added fat'"
56203067,"b'OATMEAL, REGULAR OR QUICK, MADE WITH MILK, FAT ADDED'","b'Oatmeal, regular or quick, made with milk, fat added'"
56203076,"b'OATMEAL, REGULAR OR QUICK, MADE WITH NON-DAIRY MILK, NO ADDE'","b'Oatmeal, regular or quick, made with non-dairy milk, no added fat'"
56203077,"b'OATMEAL, REGULAR OR QUICK, MADE WITH NON-DAIRY MILK, FAT ADD'","b'Oatmeal, regular or quick, made with non-dairy milk, fat added'"
56203086,"b'OATMEAL, INSTANT, PLAIN, MADE WITH WATER, NO ADDED FAT'","b'Oatmeal, instant, plain, made with water, no added fat'"
56203087,"b'OATMEAL, INSTANT, PLAIN, MADE WITH WATER, FAT ADDED'","b'Oatmeal, instant, plain, made with water, fat added'"
56203096,"b'OATMEAL, INSTANT, PLAIN, MADE WITH MILK, NO ADDED FAT'","b'Oatmeal, instant, plain, made with milk, no added fat'"
56203097,"b'OATMEAL, INSTANT, PLAIN, MADE WITH MILK, FAT ADDED'","b'Oatmeal, instant, plain, made with milk, fat added'"
56203106,"b'OATMEAL, INSTANT, PLAIN, MADE WITH NON-DAIRY MILK, NO ADDED'","b'Oatmeal, instant, plain, made with non-dairy milk, no added fat'"
56203107,"b'OATMEAL, INSTANT, PLAIN, MADE WITH NON-DAIRY MILK, FAT ADDED'","b'Oatmeal, instant, plain, made with non-dairy milk, fat added'"
56203130,"b'OATMEAL, INSTANT, MAPLE FLAVORED, NO ADDED FAT'","b'Oatmeal, instant, maple flavored, no added fat'"
56203135,"b'OATMEAL, INSTANT, MAPLE FLAVORED, FAT ADDED'","b'Oatmeal, instant, maple flavored, fat added'"
56203155,"b'OATMEAL, INSTANT, FRUIT FLAVORED, NO ADDED FAT'","b'Oatmeal, instant, fruit flavored, no added fat'"
56203160,"b'OATMEAL, INSTANT, FRUIT FLAVORED, FAT ADDED'","b'Oatmeal, instant, fruit flavored, fat added'"
56203555,"b'OATMEAL, REDUCED SUGAR'","b'Oatmeal, reduced sugar'"
56203610,"b'OATMEAL, MULTIGRAIN'","b'Oatmeal, multigrain'"
56204000,"b'QUINOA, NS AS TO FAT'","b'Quinoa, NS as to fat'"
56204005,"b'QUINOA, NO ADDED FAT'","b'Quinoa, no added fat'"
56204010,"b'QUINOA, FAT ADDED'","b'Quinoa, fat added'"
56205000,"b'RICE, COOKED, NFS'","b'Rice, cooked, NFS'"
56205001,"b'RICE, WHITE, COOKED, NS AS TO FAT'","b'Rice, white, cooked, NS as to fat'"
56205002,"b'RICE, WHITE, COOKED, MADE WITH OIL'","b'Rice, white, cooked, made with oil'"
56205004,"b'RICE, WHITE, COOKED, MADE WITH BUTTER'","b'Rice, white, cooked, made with butter'"
56205006,"b'RICE, WHITE, COOKED, MADE WITH MARGARINE'","b'Rice, white, cooked, made with margarine'"
56205007,"b'RICE, WHITE, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Rice, white, cooked, fat added, NS as to fat type'"
56205008,"b'RICE, WHITE, COOKED, NO ADDED FAT'","b'Rice, white, cooked, no added fat'"
56205011,"b'RICE, BROWN, COOKED, NS AS TO FAT'","b'Rice, brown, cooked, NS as to fat'"
56205012,"b'RICE, BROWN, COOKED, FAT ADDED, MADE WITH OIL'","b'Rice, brown, cooked, fat added, made with oil'"
56205014,"b'RICE, BROWN, COOKED, MADE WITH BUTTER'","b'Rice, brown, cooked, made with butter'"
56205016,"b'RICE, BROWN, COOKED, MADE WITH MARGARINE'","b'Rice, brown, cooked, made with margarine'"
56205017,"b'RICE, BROWN, COOKED, FAT ADDED, NS AS TO FAT TYPE'","b'Rice, brown, cooked, fat added, NS as to fat type'"
56205018,"b'RICE, BROWN, COOKED, NO ADDED FAT'","b'Rice, brown, cooked, no added fat'"
56205050,b'CREAM OF RICE',b'Cream of rice'
56205060,"b'RICE, COOKED, WITH MILK'","b'Rice, cooked, with milk'"
56205070,"b'RICE, SWEET, COOKED WITH HONEY'","b'Rice, sweet, cooked with honey'"
56205101,b'CONGEE',b'Congee'
56205130,"b'YELLOW RICE, COOKED, NS AS TO FAT'","b'Yellow rice, cooked, NS as to fat'"
56205150,"b'YELLOW RICE, COOKED, NO ADDED FAT'","b'Yellow rice, cooked, no added fat'"
56205170,"b'YELLOW RICE, COOKED, FAT ADDED'","b'Yellow rice, cooked, fat added'"
56205190,"b'RICE, WHITE, COOKED, GLUTINOUS'","b'Rice, white, cooked, glutinous'"
56205205,"b'RICE, WILD, 100%, COOKED, NS AS TO FAT'","b'Rice, wild, 100%, cooked, NS as to fat'"
56205210,"b'RICE, WILD, 100%, COOKED, NO ADDED FAT'","b'Rice, wild, 100%, cooked, no added fat'"
56205215,"b'RICE, WILD, 100%, COOKED, FAT ADDED'","b'Rice, wild, 100%, cooked, fat added'"
56205300,"b'RICE, WHITE AND WILD, COOKED, NO ADDED FAT'","b'Rice, white and wild, cooked, no added fat'"
56205310,"b'RICE, BROWN AND WILD, COOKED, NO ADDED FAT'","b'Rice, brown and wild, cooked, no added fat'"
56205320,"b'RICE, WHITE AND WILD, COOKED, FAT ADDED'","b'Rice, white and wild, cooked, fat added'"
56205330,"b'RICE, WHITE AND WILD, COOKED, NS AS TO FAT'","b'Rice, white and wild, cooked, NS as to fat'"
56205340,"b'RICE, BROWN AND WILD, COOKED, FAT ADDED'","b'Rice, brown and wild, cooked, fat added'"
56205350,"b'RICE, BROWN AND WILD, COOKED, NS AS TO FAT'","b'Rice, brown and wild, cooked, NS as to fat'"
56205410,"b'RICE, WHITE, COOKED WITH FAT, PUERTO RICAN STYLE'","b'Rice, white, cooked with fat, Puerto Rican style'"
56206990,"b'CREAM OF WHEAT, NFS'","b'Cream of wheat, NFS'"
56207016,"b'CREAM OF WHEAT, REGULAR OR QUICK, MADE WITH WATER, NO ADDED'","b'Cream of wheat, regular or quick, made with water, no added fat'"
56207017,"b'CREAM OF WHEAT, REGULAR OR QUICK, MADE WITH WATER, FAT ADDED'","b'Cream of wheat, regular or quick, made with water, fat added'"
56207030,"b'CREAM OF WHEAT, INSTANT, MADE WITH WATER, NO ADDED FAT'","b'Cream of wheat, instant, made with water, no added fat'"
56207060,"b'CREAM OF WHEAT, INSTANT, MADE WITH WATER, FAT ADDED'","b'Cream of wheat, instant, made with water, fat added'"
56207110,"b'BULGUR, NO ADDED FAT'","b'Bulgur, no added fat'"
56207120,"b'BULGUR, FAT ADDED'","b'Bulgur, fat added'"
56207130,"b'BULGUR, NS AS TO FAT'","b'Bulgur, NS as to fat'"
56207160,"b'COUSCOUS, PLAIN, COOKED'","b'Couscous, plain, cooked'"
56207200,"b'WHOLE WHEAT CEREAL, COOKED'","b'Whole wheat cereal, cooked'"
56207370,"b'WHEAT CEREAL, CHOCOLATE FLAVORED, COOKED'","b'Wheat cereal, chocolate flavored, cooked'"
56208500,"b'OAT BRAN CEREAL, COOKED'","b'Oat bran cereal, cooked'"
57100100,"b'CEREAL, READY-TO-EAT, NFS'","b'Cereal, ready-to-eat, NFS'"
57103100,"b""CEREAL, O'S, FLAVORED""","b""Cereal, O's, flavored"""
57119000,"b'CEREAL, CRUNCH'","b'Cereal, crunch'"
57123000,"b""CEREAL, O'S, PLAIN""","b""Cereal, O's, plain"""
57124200,"b'CEREAL, CHOCOLATE PUFFS'","b'Cereal, chocolate puffs'"
57125000,"b'CEREAL, CINNAMON TOAST'","b'Cereal, cinnamon toast'"
57126000,"b'CEREAL, CHOCOLATE CRISPY'","b'Cereal, chocolate crispy'"
57132000,"b'CEREAL, CORN SQUARES'","b'Cereal, corn squares'"
57134000,"b'CEREAL, CORN FLAKES, PLAIN'","b'Cereal, corn flakes, plain'"
57137000,"b'CEREAL, CORN PUFFS'","b'Cereal, corn puffs'"
57151000,"b'CEREAL, RICE CRISPY, PLAIN'","b'Cereal, rice crispy, plain'"
57207000,"b'CEREAL, BRAN FLAKES, PLAIN'","b'Cereal, bran flakes, plain'"
57214000,"b'CEREAL, SHREDDED WHEAT, FLAVORED'","b'Cereal, shredded wheat, flavored'"
57216000,"b'CEREAL, RICE CRISPY, FLAVORED'","b'Cereal, rice crispy, flavored'"
57221700,"b'CEREAL, FRUIT RINGS'","b'Cereal, fruit rings'"
57223000,"b'CEREAL, FRUIT CRISPY'","b'Cereal, fruit crispy'"
57227000,"b'CEREAL, GRANOLA'","b'Cereal, granola'"
57237100,"b'CEREAL, OAT BUNCHES'","b'Cereal, oat bunches'"
57240100,"b'CEREAL, CORN SQUARES, FLAVORED'","b'Cereal, corn squares, flavored'"
57241000,"b""CEREAL, O'S, HONEY NUT""","b""Cereal, O's, honey nut"""
57301600,"b'CEREAL, MULTIGRAIN'","b'Cereal, multigrain'"
57304100,"b'CEREAL, OAT SQUARES'","b'Cereal, oat squares'"
57305150,"b'CEREAL, FROSTED OATS WITH MARSHMALLOWS'","b'Cereal, frosted oats with marshmallows'"
57308400,"b""CEREAL, O'S, MULTIGRAIN""","b""Cereal, O's, multigrain"""
57329000,"b'CEREAL, BRAN FLAKES, FLAVORED'","b'Cereal, bran flakes, flavored'"
57336000,"b'CEREAL, RICE SQUARES'","b'Cereal, rice squares'"
57344000,"b""CEREAL, K'S, PLAIN""","b""Cereal, K's, plain"""
57344010,"b""CEREAL, K'S, FLAVORED""","b""Cereal, K's, flavored"""
57347000,"b'CEREAL, FLAVORED PUFFS'","b'Cereal, flavored puffs'"
57348000,"b'CEREAL, CORN FLAKES, FLAVORED'","b'Cereal, corn flakes, flavored'"
57401100,"b""CEREAL, O'S, NFS""","b""Cereal, O's, NFS"""
57411000,"b'CEREAL, WHEAT SQUARES'","b'Cereal, wheat squares'"
57412000,b'WHEAT GERM',b'Wheat germ'
57416000,"b'CEREAL, PLAIN PUFFS'","b'Cereal, plain puffs'"
57417000,"b'CEREAL, SHREDDED WHEAT, PLAIN'","b'Cereal, shredded wheat, plain'"
57418000,"b'CEREAL, WHEAT FLAKES'","b'Cereal, wheat flakes'"
57420100,"b'CEREAL, OTHER, NFS'","b'Cereal, other, NFS'"
57420110,"b'CEREAL, OTHER, PLAIN'","b'Cereal, other, plain'"
57420120,"b'CEREAL, OTHER, FRUIT FLAVORED'","b'Cereal, other, fruit flavored'"
57420130,"b'CEREAL, OTHER, CHOCOLATE'","b'Cereal, other, chocolate'"
57420140,"b'CEREAL, OTHER, PEANUT BUTTER'","b'Cereal, other, peanut butter'"
57420150,"b'CEREAL, OTHER, HONEY'","b'Cereal, other, honey'"
57420160,"b'CEREAL, REDUCED SUGAR'","b'Cereal, reduced sugar'"
57601100,b'WHEAT BRAN',b'Wheat bran'
57602100,"b'OATS, RAW'","b'Oats, raw'"
57602500,"b'CEREAL, OAT BRAN, READY-TO-EAT'","b'Cereal, oat bran, ready-to-eat'"
57801000,"b'BABY TODDLER CEREAL, BARLEY, DRY'","b'Baby Toddler cereal, barley, dry'"
57804000,"b'BABY TODDLER CEREAL, OATMEAL, DRY'","b'Baby Toddler cereal, oatmeal, dry'"
57805000,"b'BABY TODDLER CEREAL, RICE, DRY'","b'Baby Toddler cereal, rice, dry'"
57805090,"b'BABY TODDLER CEREAL, RICE WITH FRUIT, DRY'","b'Baby Toddler cereal, rice with fruit, dry'"
57806000,"b'BABY TODDLER CEREAL, MULTIGRAIN WITH FRUIT, DRY'","b'Baby Toddler cereal, multigrain with fruit, dry'"
57806050,"b'BABY TODDLER CEREAL, MULTIGRAIN, DRY'","b'Baby Toddler cereal, multigrain, dry'"
57806100,"b'BABY TODDLER CEREAL, OATMEAL WITH FRUIT, DRY'","b'Baby Toddler cereal, oatmeal with fruit, dry'"
57820000,"b'BABY TODDLER CEREAL, NFS'","b'Baby Toddler cereal, NFS'"
57820100,"b'BABY TODDLER CEREAL, RICE, READY-TO-EAT'","b'Baby Toddler cereal, rice, ready-to-eat'"
57820200,"b'BABY TODDLER CEREAL, OATMEAL, READY-TO-EAT'","b'Baby Toddler cereal, oatmeal, ready-to-eat'"
57820300,"b'BABY TODDLER CEREAL, MULTIGRAIN, READY-TO-EAT'","b'Baby Toddler cereal, multigrain, ready-to-eat'"
57822000,"b'BABY TODDLER CEREAL, MULTIGRAIN WITH FRUIT, READY-TO-EAT'","b'Baby Toddler cereal, multigrain with fruit, ready-to-eat'"
57823000,"b'BABY TODDLER CEREAL, OATMEAL WITH FRUIT, READY-TO-EAT'","b'Baby Toddler cereal, oatmeal with fruit, ready-to-eat'"
57824000,"b'BABY TODDLER CEREAL, RICE WITH FRUIT, READY-TO-EAT'","b'Baby Toddler cereal, rice with fruit, ready-to-eat'"
58100360,b'CHILAQUILES',b'Chilaquiles'
58101830,b'FRITO PIE',b'Frito pie'
58101835,b'MEXICAN PIZZA',b'Mexican pizza'
58101930,b'TACO OR TOSTADA SALAD WITH MEAT',b'Taco or tostada salad with meat'
58101935,b'TACO OR TOSTADA SALAD WITH CHICKEN',b'Taco or tostada salad with chicken'
58101940,"b'TACO OR TOSTADA SALAD, MEATLESS'","b'Taco or tostada salad, meatless'"
58101945,b'TACO OR TOSTADA SALAD WITH MEAT AND SOUR CREAM',b'Taco or tostada salad with meat and sour cream'
58101950,b'TACO OR TOSTADA SALAD WITH CHICKEN AND SOUR CREAM',b'Taco or tostada salad with chicken and sour cream'
58101955,"b'TACO OR TOSTADA SALAD, MEATLESS WITH SOUR CREAM'","b'Taco or tostada salad, meatless with sour cream'"
58102000,"b'TACO, NFS'","b'Taco, NFS'"
58102010,"b'TACO, CORN TORTILLA, BEEF, CHEESE'","b'Taco, corn tortilla, beef, cheese'"
58102020,"b'TACO, CORN TORTILLA, BEEF, WITH BEANS, CHEESE'","b'Taco, corn tortilla, beef, with beans, cheese'"
58102030,"b'TACO, CORN TORTILLA, PORK, CHEESE'","b'Taco, corn tortilla, pork, cheese'"
58102040,"b'TACO, CORN TORTILLA, PORK, WITH BEANS, CHEESE'","b'Taco, corn tortilla, pork, with beans, cheese'"
58102050,"b'TACO, CORN TORTILLA, CHICKEN, CHEESE'","b'Taco, corn tortilla, chicken, cheese'"
58102060,"b'TACO, CORN TORTILLA, CHICKEN, WITH BEANS, CHEESE'","b'Taco, corn tortilla, chicken, with beans, cheese'"
58102070,"b'TACO, CORN TORTILLA, WITH BEANS, CHEESE'","b'Taco, corn tortilla, with beans, cheese'"
58102110,"b'TACO, FLOUR TORTILLA, BEEF, CHEESE'","b'Taco, flour tortilla, beef, cheese'"
58102120,"b'TACO, FLOUR TORTILLA, BEEF, WITH BEANS, CHEESE'","b'Taco, flour tortilla, beef, with beans, cheese'"
58102130,"b'TACO, FLOUR TORTILLA, PORK, CHEESE'","b'Taco, flour tortilla, pork, cheese'"
58102140,"b'TACO, FLOUR TORTILLA, PORK, WITH BEANS, CHEESE'","b'Taco, flour tortilla, pork, with beans, cheese'"
58102150,"b'TACO, FLOUR TORTILLA, CHICKEN, CHEESE'","b'Taco, flour tortilla, chicken, cheese'"
58102160,"b'TACO, FLOUR TORTILLA, CHICKEN, WITH BEANS, CHEESE'","b'Taco, flour tortilla, chicken, with beans, cheese'"
58102170,"b'TACO, FLOUR TORTILLA, WITH BEANS, CHEESE'","b'Taco, flour tortilla, with beans, cheese'"
58102210,"b'TACO, FISH'","b'Taco, fish'"
58102220,"b'TACO, MEAT, NO CHEESE'","b'Taco, meat, no cheese'"
58102230,"b'TACO, MEAT, WITH BEANS, NO CHEESE'","b'Taco, meat, with beans, no cheese'"
58102240,"b'TACO, WITH BEANS, NO CHEESE'","b'Taco, with beans, no cheese'"
58102250,"b'TACO, CHEESE ONLY'","b'Taco, cheese only'"
58102300,"b'BURRITO, NFS'","b'Burrito, NFS'"
58102310,"b'BURRITO, BEEF, CHEESE'","b'Burrito, beef, cheese'"
58102320,"b'BURRITO, BEEF, WITH RICE, CHEESE'","b'Burrito, beef, with rice, cheese'"
58102330,"b'BURRITO, BEEF, WITH BEANS, CHEESE'","b'Burrito, beef, with beans, cheese'"
58102340,"b'BURRITO, BEEF, WITH BEANS AND RICE, CHEESE'","b'Burrito, beef, with beans and rice, cheese'"
58102410,"b'BURRITO, PORK, CHEESE'","b'Burrito, pork, cheese'"
58102420,"b'BURRITO, PORK, WITH RICE, CHEESE'","b'Burrito, pork, with rice, cheese'"
58102430,"b'BURRITO, PORK, WITH BEANS, CHEESE'","b'Burrito, pork, with beans, cheese'"
58102440,"b'BURRITO, PORK, WITH BEANS AND RICE, CHEESE'","b'Burrito, pork, with beans and rice, cheese'"
58102510,"b'BURRITO, CHICKEN, CHEESE'","b'Burrito, chicken, cheese'"
58102520,"b'BURRITO, CHICKEN, WITH RICE, CHEESE'","b'Burrito, chicken, with rice, cheese'"
58102530,"b'BURRITO, CHICKEN, WITH BEANS, CHEESE'","b'Burrito, chicken, with beans, cheese'"
58102540,"b'BURRITO, CHICKEN, WITH BEANS AND RICE, CHEESE'","b'Burrito, chicken, with beans and rice, cheese'"
58102605,"b'BURRITO, WITH BEANS, NO CHEESE'","b'Burrito, with beans, no cheese'"
58102610,"b'BURRITO, WITH BEANS, CHEESE'","b'Burrito, with beans, cheese'"
58102620,"b'BURRITO, WITH BEANS AND RICE, CHEESE'","b'Burrito, with beans and rice, cheese'"
58102630,"b'BURRITO, MEAT, NO CHEESE'","b'Burrito, meat, no cheese'"
58102640,"b'BURRITO, MEAT, WITH RICE, NO CHEESE'","b'Burrito, meat, with rice, no cheese'"
58102650,"b'BURRITO, MEAT, WITH BEANS, NO CHEESE'","b'Burrito, meat, with beans, no cheese'"
58102660,"b'BURRITO, MEAT, WITH BEANS AND RICE, NO CHEESE'","b'Burrito, meat, with beans and rice, no cheese'"
58102680,"b'BURRITO, CHEESE ONLY'","b'Burrito, cheese only'"
58102700,"b'BURRITO BOWL, NFS'","b'Burrito bowl, NFS'"
58102710,"b'BURRITO BOWL, BEEF OR PORK'","b'Burrito bowl, beef or pork'"
58102720,"b'BURRITO BOWL, BEEF OR PORK, WITH RICE'","b'Burrito bowl, beef or pork, with rice'"
58102730,"b'BURRITO BOWL, BEEF OR PORK, WITH BEANS'","b'Burrito bowl, beef or pork, with beans'"
58102740,"b'BURRITO BOWL, BEEF OR PORK, WITH BEANS AND RICE'","b'Burrito bowl, beef or pork, with beans and rice'"
58102750,"b'BURRITO BOWL, CHICKEN'","b'Burrito bowl, chicken'"
58102760,"b'BURRITO BOWL, CHICKEN, WITH RICE'","b'Burrito bowl, chicken, with rice'"
58102770,"b'BURRITO BOWL, CHICKEN, WITH BEANS'","b'Burrito bowl, chicken, with beans'"
58102780,"b'BURRITO BOWL, CHICKEN, WITH BEANS AND RICE'","b'Burrito bowl, chicken, with beans and rice'"
58102790,"b'BURRITO BOWL, WITH BEANS'","b'Burrito bowl, with beans'"
58102800,"b'ENCHILADA, NFS'","b'Enchilada, NFS'"
58102810,"b'ENCHILADA, BEEF'","b'Enchilada, beef'"
58102820,"b'ENCHILADA, PORK'","b'Enchilada, pork'"
58102830,"b'ENCHILADA, CHICKEN'","b'Enchilada, chicken'"
58102840,"b'ENCHILADA, NO MEAT'","b'Enchilada, no meat'"
58103100,"b'TAMALE, NFS'","b'Tamale, NFS'"
58103120,"b'TAMALE, BEEF'","b'Tamale, beef'"
58103125,"b'TAMALE, PORK'","b'Tamale, pork'"
58103130,"b'TAMALE, CHICKEN'","b'Tamale, chicken'"
58103250,"b'TAMALE, NO MEAT'","b'Tamale, no meat'"
58103310,b'TAMALE CASSEROLE WITH MEAT',b'Tamale casserole with meat'
58104105,"b'NACHOS, NFS'","b'Nachos, NFS'"
58104120,"b'NACHOS, CHEESE ONLY'","b'Nachos, cheese only'"
58104130,"b'NACHOS, BEEF OR PORK'","b'Nachos, beef or pork'"
58104135,"b'NACHOS, BEEF OR PORK, WITH BEANS'","b'Nachos, beef or pork, with beans'"
58104150,"b'NACHOS, CHICKEN'","b'Nachos, chicken'"
58104165,"b'NACHOS, CHICKEN, WITH BEANS'","b'Nachos, chicken, with beans'"
58104170,"b'NACHOS, WITH BEANS'","b'Nachos, with beans'"
58104255,"b'GORDITA, CHEESE ONLY'","b'Gordita, cheese only'"
58104260,"b'GORDITA, WITH BEANS'","b'Gordita, with beans'"
58104290,"b'GORDITA, MEAT'","b'Gordita, meat'"
